ID	label	sentence	sentence_org	sentence_wo_emo
211	0	पकिस्तान में हिन्दुओ पर निर्मम अत्याचार हो रहे है उनकी चीख पुकार उनके आसू आहे क्रंदन सुनने वाला कोई नहीं है	पकिस्तान में हिन्दुओ पर निर्मम अत्याचार हो रहे है उनकी चीख पुकार उनके आसू आहे क्रंदन सुनने वाला कोई नहीं है	पकिस्तान में हिन्दुओ पर निर्मम अत्याचार हो रहे है उनकी चीख पुकार उनके आसू आहे क्रंदन सुनने वाला कोई नहीं है
212	0	अँधेरी रातों में सुनसान tl पर एक अश्लील लौंडा निकलता है उसे लोग hawashmi कहते है	अँधेरी रातों में सुनसान tl पर एक अश्लील लौंडा निकलता है उसे लोग hawashmi कहते है	अँधेरी रातों में सुनसान tl पर एक अश्लील लौंडा निकलता है उसे लोग hawashmi कहते है
215	1	दिग्विजय सिंह जैसे ही गांधी की प्रतिमा पर फूल चढ़ाने झुके लाठी से धकेलते हुए आवाज आई दूर हटो बेटा वरना अहिंसा की कस्म टूट जाएगी rerun	दिग्विजय सिंह जैसे ही गांधी की प्रतिमा पर फूल चढ़ाने झुके लाठी से धकेलते हुए आवाज आई दूर हटो बेटा वरना अहिंसा की कस्म टूट जाएगी rerun	दिग्विजय सिंह जैसे ही गांधी की प्रतिमा पर फूल चढ़ाने झुके लाठी से धकेलते हुए आवाज आई दूर हटो बेटा वरना अहिंसा की कस्म टूट जाएगी rerun
218	1	चुगली करना हमारा राष्ट्रीय छंद है	चुगली करना हमारा राष्ट्रीय छंद है	चुगली करना हमारा राष्ट्रीय छंद है
222	0	महिलाओं की शक की उच्चता पति मैं तुम्हारे साथ 1000 साल रहूँगा और प्यार करूँगा पत्नी उसके बाद कहाँ मुंह मारने का इरादा है ?	महिलाओं की शक की उच्चता पति मैं तुम्हारे साथ 1000 साल रहूँगा और प्यार करूँगा पत्नी उसके बाद कहाँ मुंह मारने का इरादा है ?	महिलाओं की शक की उच्चता पति मैं तुम्हारे साथ 1000 साल रहूँगा और प्यार करूँगा पत्नी उसके बाद कहाँ मुंह मारने का इरादा है ?
223	0	उसने कहा मेरे प्यार में फ़ना हो जाओ मैंने कहा मेरे पास टाइम नहीं है दफा हो जाओ feeling crazy	उसने कहा मेरे प्यार में फ़ना हो जाओ मैंने कहा मेरे पास टाइम नहीं है दफा हो जाओ feeling crazy	उसने कहा मेरे प्यार में फ़ना हो जाओ मैंने कहा मेरे पास टाइम नहीं है दफा हो जाओ feeling crazy
226	0	बेचारा कजरी पहले ही पता था मोदी कान बहुत खीचते है इसीलिए मैं मफ़लर मे अपने कान लपेटता हूँ	बेचारा कजरी पहले ही पता था मोदी कान बहुत खीचते है इसीलिए मैं मफ़लर मे अपने कान लपेटता हूँ	बेचारा कजरी पहले ही पता था मोदी कान बहुत खीचते है इसीलिए मैं मफ़लर मे अपने कान लपेटता हूँ
230	0	इमानवालों मुस्लमान को चाहिए कि वे इंकार करने वालों को अपना मित्र न बनायें कुरान 3 28 मजहब ही है सिखाता आपस में बैर रखना इस्लाम से सावधान	इमानवालों मुस्लमान को चाहिए कि वे इंकार करने वालों को अपना मित्र न बनायें कुरान 3 28 मजहब ही है सिखाता आपस में बैर रखना इस्लाम से सावधान	इमानवालों मुस्लमान को चाहिए कि वे इंकार करने वालों को अपना मित्र न बनायें कुरान 3 28 मजहब ही है सिखाता आपस में बैर रखना इस्लाम से सावधान
233	0	पौने तीन लाख लोग बिछड़ चुके हैं इस बार के कुंभ मेले में	पौने तीन लाख लोग बिछड़ चुके हैं इस बार के कुंभ मेले में	पौने तीन लाख लोग बिछड़ चुके हैं इस बार के कुंभ मेले में
235	0	जिस्म क्या है रूह तक सब कुछ ख़ुलासा देखिये आप भी इस भीड़ में घुस कर तमाशा देखिये	जिस्म क्या है रूह तक सब कुछ ख़ुलासा देखिये आप भी इस भीड़ में घुस कर तमाशा देखिये	जिस्म क्या है रूह तक सब कुछ ख़ुलासा देखिये आप भी इस भीड़ में घुस कर तमाशा देखिये
245	1	ससुर ने किया बलात्कार islamic law now wife is mother	ससुर ने किया बलात्कार islamic law now wife is mother	ससुर ने किया बलात्कार islamic law now wife is mother
247	1	हम तो इस देश की अर्थ व्यवस्था का अर्थ समझना चाह रहे थे मनमोहन तुमने तो अर्थ व्यस्था की अर्थी ही निकाल दी	हम तो इस देश की अर्थ व्यवस्था का अर्थ समझना चाह रहे थे मनमोहन तुमने तो अर्थ व्यस्था की अर्थी ही निकाल दी	हम तो इस देश की अर्थ व्यवस्था का अर्थ समझना चाह रहे थे मनमोहन तुमने तो अर्थ व्यस्था की अर्थी ही निकाल दी
263	1	काश्मीर में जनगणना का कार्य इसी बहाने पूरा हो जाएगा kashmirfloods	काश्मीर में जनगणना का कार्य इसी बहाने पूरा हो जाएगा #kashmirfloods	काश्मीर में जनगणना का कार्य इसी बहाने पूरा हो जाएगा kashmirfloods
264	0	मौत शायद इसी को कहते हैं दिल अब ख्वाहिशें नहीं करता	मौत शायद इसी को कहते हैं दिल अब ख्वाहिशें नहीं करता	मौत शायद इसी को कहते हैं दिल अब ख्वाहिशें नहीं करता
265	0	इस धोनी की वजह से ही आज युवी टीम से बाहर है	इस धोनी की वजह से ही आज युवी टीम से बाहर है	इस धोनी की वजह से ही आज युवी टीम से बाहर है
267	0	कोई पूछता ही नहीं हैं की क्या क्या जला हैं इस राख में लोग बस इतना जानना चाहते हैं की ये आग किसने लगायी हैं	कोई पूछता ही नहीं हैं की क्या क्या जला हैं इस राख में लोग बस इतना जानना चाहते हैं की ये आग किसने लगायी हैं	कोई पूछता ही नहीं हैं की क्या क्या जला हैं इस राख में लोग बस इतना जानना चाहते हैं की ये आग किसने लगायी हैं
332	0	farmers strike पुलिस की कड़ी बंदोबस्त के बिच किसान क्रांति यात्रा दिल्ली पहुंची	farmers strike पुलिस की कड़ी बंदोबस्त के बिच किसान क्रांति यात्रा दिल्ली पहुंची	farmers strike पुलिस की कड़ी बंदोबस्त के बिच किसान क्रांति यात्रा दिल्ली पहुंची
341	0	ntpc रायबरेली को चलाने की इतनी जल्दी क्या थी क्यों हुआ सुरक्षा मानकों से खिलवाड़ कौन लेगा इतने मौतों की जिम्मेदारी sad	ntpc रायबरेली को चलाने की इतनी जल्दी क्या थी क्यों हुआ सुरक्षा मानकों से खिलवाड़ कौन लेगा इतने मौतों की जिम्मेदारी sad	ntpc रायबरेली को चलाने की इतनी जल्दी क्या थी क्यों हुआ सुरक्षा मानकों से खिलवाड़ कौन लेगा इतने मौतों की जिम्मेदारी sad
349	1	scam की हर नेता की अपनी अपनी परिभाषा है	scam की हर नेता की अपनी अपनी परिभाषा है	scam की हर नेता की अपनी अपनी परिभाषा है
358	1	लालू यादव तेजस्वी यादव बेटा नम्बरी बाप दस नम्बरी	लालू यादव तेजस्वी यादव बेटा नम्बरी बाप दस नम्बरी	लालू यादव तेजस्वी यादव बेटा नम्बरी बाप दस नम्बरी
360	0	anti romeo squad युक्त उत्तर प्रदेश में भी क्लास रूम के अंदर छेड़खानी	anti romeo squad युक्त उत्तर प्रदेश में भी क्लास रूम के अंदर छेड़खानी	anti romeo squad युक्त उत्तर प्रदेश में भी क्लास रूम के अंदर छेड़खानी
362	1	मुंबई में आज पेट्रोल की कीमत 86 रुपए 72 पैसे है परंतु प्रधानमंत्री जी की उम्र केवल 67 वर्ष है !	मुंबई में आज पेट्रोल की कीमत 86 रुपए 72 पैसे है परंतु प्रधानमंत्री जी की उम्र केवल 67 वर्ष है !	मुंबई में आज पेट्रोल की कीमत 86 रुपए 72 पैसे है परंतु प्रधानमंत्री जी की उम्र केवल 67 वर्ष है !
371	1	areyouseriousrahul का सवाल पूछने वालों की seriousness पर ही सवाल है	#areyouseriousrahul का सवाल पूछने वालों की seriousness पर ही सवाल है	areyouseriousrahul का सवाल पूछने वालों की seriousness पर ही सवाल है
382	0	pulwama attack गुलाम नबी आजाद ने सिद्धू को दिखाया आईना बोले pak से बातचीत का वक्त नहीं	pulwama attack गुलाम नबी आजाद ने सिद्धू को दिखाया आईना बोले pak से बातचीत का वक्त नहीं	pulwama attack गुलाम नबी आजाद ने सिद्धू को दिखाया आईना बोले pak से बातचीत का वक्त नहीं
388	0	karnatakaelection2018 कर्नाटक का नाटक यहीं खत्म इतिहास के पन्नों में दर्ज होगा ये दिन येदुरप्पा एक बार फिर बने tragedy king	#karnatakaelection2018 कर्नाटक का नाटक यहीं खत्म इतिहास के पन्नों में दर्ज होगा ये दिन येदुरप्पा एक बार फिर बने tragedy king	karnatakaelection2018 कर्नाटक का नाटक यहीं खत्म इतिहास के पन्नों में दर्ज होगा ये दिन येदुरप्पा एक बार फिर बने tragedy king
389	0	ground report एक चायवाले से सुने कैसा था बुलंदशहर का कल का मंज़र | crime tak nishantchat bulandshaharviolence buland	ground report एक चायवाले से सुने कैसा था बुलंदशहर का कल का मंज़र | crime tak nishantchat #bulandshaharviolence #buland	ground report एक चायवाले से सुने कैसा था बुलंदशहर का कल का मंज़र | crime tak nishantchat bulandshaharviolence buland
396	1	तर्कों की कंगाली ने कांग्रेस को कुतार्कों का मवाली बना दिया है	तर्कों की कंगाली ने कांग्रेस को कुतार्कों का मवाली बना दिया है	तर्कों की कंगाली ने कांग्रेस को कुतार्कों का मवाली बना दिया है
402	1	हे राम स्कूल के मासूम बच्चों के सामने इतना ज़हरीला भाषण	हे राम स्कूल के मासूम बच्चों के सामने इतना ज़हरीला भाषण	हे राम स्कूल के मासूम बच्चों के सामने इतना ज़हरीला भाषण
405	0	दंगल को हर बार लगातार no 1 बनाए रखने के लिए आप सभी का आभार ! ये प्यार और साथ हमेशा बना रहे ! 🙏	दंगल को हर बार लगातार no 1 बनाए रखने के लिए आप सभी का आभार ! ये प्यार और साथ हमेशा बना रहे ! 🙏	दंगल को हर बार लगातार no 1 बनाए रखने के लिए आप सभी का आभार ! ये प्यार और साथ हमेशा बना रहे ! 
406	0	shocking bjp प्रवक्ता ने ग़द्दार कहा तो कांग्रेस प्रवक्ता ने पानी से भरा ग्लास फेंक कर मारा शुक्र है किसी को चोट नहीं आ	shocking bjp प्रवक्ता ने ग़द्दार कहा तो कांग्रेस प्रवक्ता ने पानी से भरा ग्लास फेंक कर मारा शुक्र है किसी को चोट नहीं आ	shocking bjp प्रवक्ता ने ग़द्दार कहा तो कांग्रेस प्रवक्ता ने पानी से भरा ग्लास फेंक कर मारा शुक्र है किसी को चोट नहीं आ
409	1	odd day मैं bjp से बेहतर समझता हूँ हिंदू धर्म राहुल even day मोदी शिवलिंग पर बैठे बिच्छू जैसे थरूर विवादित ज	odd day मैं bjp से बेहतर समझता हूँ हिंदू धर्म राहुल even day मोदी शिवलिंग पर बैठे बिच्छू जैसे थरूर विवादित ज	odd day मैं bjp से बेहतर समझता हूँ हिंदू धर्म राहुल even day मोदी शिवलिंग पर बैठे बिच्छू जैसे थरूर विवादित ज
411	0	दंगल को no 1 बनाने के लिए आप सभी का आभार अपना प्यार और सहयोग ऐसे ही बनाए रखिए !	दंगल को no 1 बनाने के लिए आप सभी का आभार अपना प्यार और सहयोग ऐसे ही बनाए रखिए !	दंगल को no 1 बनाने के लिए आप सभी का आभार अपना प्यार और सहयोग ऐसे ही बनाए रखिए !
418	1	कैराना में जिन्ना नहीं गन्ना ही असली मुद्दा bjp को बदलनी पड़ी अपनी रणनीति	कैराना में जिन्ना नहीं गन्ना ही असली मुद्दा bjp को बदलनी पड़ी अपनी रणनीति	कैराना में जिन्ना नहीं गन्ना ही असली मुद्दा bjp को बदलनी पड़ी अपनी रणनीति
436	0	अभी शम्स सूरज नहीं डूबा ज़रा सी शाम होने दो मैं खुद लौट जाउंगा मुझे	अभी शम्स सूरज नहीं डूबा ज़रा सी शाम होने दो मैं खुद लौट जाउंगा मुझे	अभी शम्स सूरज नहीं डूबा ज़रा सी शाम होने दो मैं खुद लौट जाउंगा मुझे
442	0	सेंसर बोर्ड पर ही कैंची चलाने की तैयारी में	सेंसर बोर्ड पर ही कैंची चलाने की तैयारी में	सेंसर बोर्ड पर ही कैंची चलाने की तैयारी में
446	1	best forward of day ठोकर लगने पर छोटो को माँ याद आती है और बडो को मातोश्री ! puns अमितशाह amitshah sh	best forward of day ठोकर लगने पर छोटो को माँ याद आती है और बडो को मातोश्री ! #puns #अमितशाह #amitshah #sh	best forward of day ठोकर लगने पर छोटो को माँ याद आती है और बडो को मातोश्री ! puns अमितशाह amitshah sh
449	1	राहुल गांधी पहली बार चला गले मिलने गले मिलने और गले पडने में क्या फर्क है	राहुल गांधी पहली बार चला गले मिलने गले मिलने और गले पडने में क्या फर्क है	राहुल गांधी पहली बार चला गले मिलने गले मिलने और गले पडने में क्या फर्क है
450	0	मोदी सरकार के समर्थन के पीछे फीयर फैक्टर काम कर रहा है	मोदी सरकार के समर्थन के पीछे फीयर फैक्टर काम कर रहा है	मोदी सरकार के समर्थन के पीछे फीयर फैक्टर काम कर रहा है
451	0	exclusive interview सिद्धू के समर्थन में अबू आजमी पाकिस्तान में इमरान खान के शपथ ग्रहण समरोह में जाने के बाद चौतरफा घिरे	exclusive interview सिद्धू के समर्थन में अबू आजमी पाकिस्तान में इमरान खान के शपथ ग्रहण समरोह में जाने के बाद चौतरफा घिरे	exclusive interview सिद्धू के समर्थन में अबू आजमी पाकिस्तान में इमरान खान के शपथ ग्रहण समरोह में जाने के बाद चौतरफा घिरे
461	0	विचारों पर आमना सामना करिये कलाकार पर व्यक्तिगत टिप्पणी उचित नहीं	विचारों पर आमना सामना करिये कलाकार पर व्यक्तिगत टिप्पणी उचित नहीं	विचारों पर आमना सामना करिये कलाकार पर व्यक्तिगत टिप्पणी उचित नहीं
466	0	exclusive break समाजवादी पार्टी से जया बच्चन को फिर राज्यसभा का टिकट नरेश अग्रवाल को टिकट नहीं	exclusive break समाजवादी पार्टी से जया बच्चन को फिर राज्यसभा का टिकट नरेश अग्रवाल को टिकट नहीं	exclusive break समाजवादी पार्टी से जया बच्चन को फिर राज्यसभा का टिकट नरेश अग्रवाल को टिकट नहीं
467	0	घर पर काम करने वाले युवक की शादी में पहुंचे राहुल गांधी	घर पर काम करने वाले युवक की शादी में पहुंचे राहुल गांधी	घर पर काम करने वाले युवक की शादी में पहुंचे राहुल गांधी
469	1	सोनिया गांधी ने राहुल को अध्यक्ष बनने की बधाई दी एवं स्वागत किया मां बेटे का स्वागत ऐसे कर रही है जैसे राहुल ने किला जीत लिया	सोनिया गांधी ने राहुल को अध्यक्ष बनने की बधाई दी एवं स्वागत किया मां बेटे का स्वागत ऐसे कर रही है जैसे राहुल ने किला जीत लिया	सोनिया गांधी ने राहुल को अध्यक्ष बनने की बधाई दी एवं स्वागत किया मां बेटे का स्वागत ऐसे कर रही है जैसे राहुल ने किला जीत लिया
470	1	गले में रुद्राक्ष की माला पहने दिखे शिवभक्त राहुल aajtak news app	गले में रुद्राक्ष की माला पहने दिखे शिवभक्त राहुल aajtak news app	गले में रुद्राक्ष की माला पहने दिखे शिवभक्त राहुल aajtak news app
473	0	गुजरात में बीजेपी को हराने के लिए कांग्रेस का शांति प्लान	गुजरात में बीजेपी को हराने के लिए कांग्रेस का शांति प्लान	गुजरात में बीजेपी को हराने के लिए कांग्रेस का शांति प्लान
484	0	bsf ने सरहद पर कोहरे के दौरान बढ़ाई चौकसी घुसपैठ की आशंका	bsf ने सरहद पर कोहरे के दौरान बढ़ाई चौकसी घुसपैठ की आशंका	bsf ने सरहद पर कोहरे के दौरान बढ़ाई चौकसी घुसपैठ की आशंका
485	0	हनीप्रीत का खेल खत्म जसमीत सिंह की ताजपोशी की तैयारियां शुरू	हनीप्रीत का खेल खत्म जसमीत सिंह की ताजपोशी की तैयारियां शुरू	हनीप्रीत का खेल खत्म जसमीत सिंह की ताजपोशी की तैयारियां शुरू
490	1	courtesy my friend सोच रहा हूँ आज रात में दो बोरे अखबार जला दू पडोसियो पर रेड पडेगा 😝	courtesy my friend सोच रहा हूँ आज रात में दो बोरे अखबार जला दू पडोसियो पर रेड पडेगा 😝	courtesy my friend सोच रहा हूँ आज रात में दो बोरे अखबार जला दू पडोसियो पर रेड पडेगा 
491	1	7 दिन मे कितना बदल गया मेरा हिन्दुस्तान ! न बीफ पर कोई बयान न अरहर की चिंता न पुरुस्कार लौटाना देश सहिष्णु हुआ है या चुनाव ख़त्म ?	7 दिन मे कितना बदल गया मेरा हिन्दुस्तान ! न बीफ पर कोई बयान न अरहर की चिंता न पुरुस्कार लौटाना देश सहिष्णु हुआ है या चुनाव ख़त्म ?	7 दिन मे कितना बदल गया मेरा हिन्दुस्तान ! न बीफ पर कोई बयान न अरहर की चिंता न पुरुस्कार लौटाना देश सहिष्णु हुआ है या चुनाव ख़त्म ?
496	1	मौसम की तरह नेताओं के लिए इसका मतलब भी बदलता है	मौसम की तरह नेताओं के लिए इसका मतलब भी बदलता है	मौसम की तरह नेताओं के लिए इसका मतलब भी बदलता है
533	0	rakshabandhan पर संदेश भाई और बहन दोनों की रक्षा के लिए क्योंकि हर जिंदगी अनमोल है	#rakshabandhan पर संदेश भाई और बहन दोनों की रक्षा के लिए क्योंकि हर जिंदगी अनमोल है	rakshabandhan पर संदेश भाई और बहन दोनों की रक्षा के लिए क्योंकि हर जिंदगी अनमोल है
539	0	good read about yogiadityanath नेपाल को पहला राजा देने वाले मठ ने यूपी को दिया नया सीएम	good read about #yogiadityanath नेपाल को पहला राजा देने वाले मठ ने यूपी को दिया नया सीएम	good read about yogiadityanath नेपाल को पहला राजा देने वाले मठ ने यूपी को दिया नया सीएम
542	1	होली से ऐन पहले नतीजे आना ठीक नहीं सरकार हारे हुए नेताओं को अंग्रेजी दारु की चार बोतलें फ्री भिजवाए	होली से ऐन पहले नतीजे आना ठीक नहीं सरकार हारे हुए नेताओं को अंग्रेजी दारु की चार बोतलें फ्री भिजवाए	होली से ऐन पहले नतीजे आना ठीक नहीं सरकार हारे हुए नेताओं को अंग्रेजी दारु की चार बोतलें फ्री भिजवाए
551	0	गोरक्षकों के नाम पर वसूली जा रही रंगदारी कई चेहरे बेनकाब शिव सेना कार्यकर्ता शामिल	गोरक्षकों के नाम पर वसूली जा रही रंगदारी कई चेहरे बेनकाब शिव सेना कार्यकर्ता शामिल	गोरक्षकों के नाम पर वसूली जा रही रंगदारी कई चेहरे बेनकाब शिव सेना कार्यकर्ता शामिल
555	1	ramrahimverdict बाबा राम रहीम messenger of love यानि कि अहिंसा का पाठ पढ़ाते थे क्या यही सीख दी उन्होंने अपने भक्तों को ?	#ramrahimverdict बाबा राम रहीम messenger of love यानि कि अहिंसा का पाठ पढ़ाते थे क्या यही सीख दी उन्होंने अपने भक्तों को ?	ramrahimverdict बाबा राम रहीम messenger of love यानि कि अहिंसा का पाठ पढ़ाते थे क्या यही सीख दी उन्होंने अपने भक्तों को ?
571	0	aam aadmi party delhi ने मतदाता सूची से जिंदा लोगों के नाम कटने का आरोप लगाया है इस मुद्दे पर हमारे संवाददाता	aam aadmi party delhi ने मतदाता सूची से जिंदा लोगों के नाम कटने का आरोप लगाया है इस मुद्दे पर हमारे संवाददाता	aam aadmi party delhi ने मतदाता सूची से जिंदा लोगों के नाम कटने का आरोप लगाया है इस मुद्दे पर हमारे संवाददाता
573	0	दिल्ली की राजनीति में कोहराम मचना तय बीजेपी सांसद मनोज तिवारी ने तोड़ा सीलिंग का ताला	दिल्ली की राजनीति में कोहराम मचना तय बीजेपी सांसद मनोज तिवारी ने तोड़ा सीलिंग का ताला	दिल्ली की राजनीति में कोहराम मचना तय बीजेपी सांसद मनोज तिवारी ने तोड़ा सीलिंग का ताला
581	0	छोटे भाई ने मिलिंद एकबोटे को पूरी तरह से निर्दोष बताया	छोटे भाई ने मिलिंद एकबोटे को पूरी तरह से निर्दोष बताया	छोटे भाई ने मिलिंद एकबोटे को पूरी तरह से निर्दोष बताया
584	1	मेरा प्यार राफेल जैसा हैं तुम्हें आखिर तक उसकी कीमत नहीं पता चलेगी happy valentine s day all ! 👻 💕	मेरा प्यार राफेल जैसा हैं तुम्हें आखिर तक उसकी कीमत नहीं पता चलेगी happy valentine s day all ! 👻 💕	मेरा प्यार राफेल जैसा हैं तुम्हें आखिर तक उसकी कीमत नहीं पता चलेगी happy valentine s day all ! 
602	0	mp पीएम मोदी भले ही vip कल्चर को खत्म करने की पैरवी करते हों लेकिन लगता नही कि मध्यप्रदेश बीजेपी उनकी बातों को गम्भीरता से ले	mp पीएम मोदी भले ही vip कल्चर को खत्म करने की पैरवी करते हों लेकिन लगता नही कि मध्यप्रदेश बीजेपी उनकी बातों को गम्भीरता से ले	mp पीएम मोदी भले ही vip कल्चर को खत्म करने की पैरवी करते हों लेकिन लगता नही कि मध्यप्रदेश बीजेपी उनकी बातों को गम्भीरता से ले
605	0	राफेल करार नियमों के तहत किया गया सीतारमण ने पूछा कि कांग्रेस बताए कि	राफेल करार नियमों के तहत किया गया सीतारमण ने पूछा कि कांग्रेस बताए कि	राफेल करार नियमों के तहत किया गया सीतारमण ने पूछा कि कांग्रेस बताए कि
610	1	47 साल पुरानी खबर से कांग्रेस कार्यकर्ताओं में जोश की लहर rahulgandhi rahulcoronation	47 साल पुरानी खबर से कांग्रेस कार्यकर्ताओं में जोश की लहर #rahulgandhi #rahulcoronation	47 साल पुरानी खबर से कांग्रेस कार्यकर्ताओं में जोश की लहर rahulgandhi rahulcoronation
616	0	exclusive no confidence motion में शिवसेना रहेगी absent शिवसेना ने मोदी सरकार को समर्थन नहीं करने का फैसला किया शिवसेना	exclusive no confidence motion में शिवसेना रहेगी absent शिवसेना ने मोदी सरकार को समर्थन नहीं करने का फैसला किया शिवसेना	exclusive no confidence motion में शिवसेना रहेगी absent शिवसेना ने मोदी सरकार को समर्थन नहीं करने का फैसला किया शिवसेना
794	0	हिंदी के प्रयोग में व्याकरण और व्यवहार की गलतियां आम होती जा रही हैं	हिंदी के प्रयोग में व्याकरण और व्यवहार की गलतियां आम होती जा रही हैं	हिंदी के प्रयोग में व्याकरण और व्यवहार की गलतियां आम होती जा रही हैं
822	0	हालांकि लंबे वक़्त तक फ़िल्म बांधे रखने में कामयाब नहीं होती	हालांकि लंबे वक़्त तक फ़िल्म बांधे रखने में कामयाब नहीं होती	हालांकि लंबे वक़्त तक फ़िल्म बांधे रखने में कामयाब नहीं होती
833	0	मशीन अब्बास मस्तान की सबसे कमजोर फिल्म के रूप में याद की जाएगी जिसमें एक लोकेशन के अलावा सब कुछ फिसड्डी रहा	मशीन अब्बास मस्तान की सबसे कमजोर फिल्म के रूप में याद की जाएगी जिसमें एक लोकेशन के अलावा सब कुछ फिसड्डी रहा	मशीन अब्बास मस्तान की सबसे कमजोर फिल्म के रूप में याद की जाएगी जिसमें एक लोकेशन के अलावा सब कुछ फिसड्डी रहा
845	0	अनेक प्रतिभाओं के योगदान के बावजूद गीत संगीत मामूली है	अनेक प्रतिभाओं के योगदान के बावजूद गीत संगीत मामूली है	अनेक प्रतिभाओं के योगदान के बावजूद गीत संगीत मामूली है
862	0	रजनीश दुग्गल कहीं कहीं नाटकीय लगे हैं	रजनीश दुग्गल कहीं कहीं नाटकीय लगे हैं	रजनीश दुग्गल कहीं कहीं नाटकीय लगे हैं
863	0	जरीन खान डांस में निराश करती हैं	जरीन खान डांस में निराश करती हैं	जरीन खान डांस में निराश करती हैं
870	0	एनीमेशन उसी प्रकार आला दर्जे का नहीं है	एनीमेशन उसी प्रकार आला दर्जे का नहीं है	एनीमेशन उसी प्रकार आला दर्जे का नहीं है
871	0	फिल्म के साथ मेघालय का मुद्दा ढंग से मेल नहीं करता	फिल्म के साथ मेघालय का मुद्दा ढंग से मेल नहीं करता	फिल्म के साथ मेघालय का मुद्दा ढंग से मेल नहीं करता
876	0	साथ ही किरदारों की भाषा पर खास ध्यान नहीं दिया गया है	साथ ही किरदारों की भाषा पर खास ध्यान नहीं दिया गया है	साथ ही किरदारों की भाषा पर खास ध्यान नहीं दिया गया है
890	0	गुलजार अपनी खासियत के बावजूद प्रभावित नहीं कर पाते	गुलजार अपनी खासियत के बावजूद प्रभावित नहीं कर पाते	गुलजार अपनी खासियत के बावजूद प्रभावित नहीं कर पाते
902	0	इसका असर नवाज के परफारमेंस पर भी पड़ा है	इसका असर नवाज के परफारमेंस पर भी पड़ा है	इसका असर नवाज के परफारमेंस पर भी पड़ा है
906	0	टाइगर श्रॉफ समेत सभी अभिनेता प्रभावहीन हैं	टाइगर श्रॉफ समेत सभी अभिनेता प्रभावहीन हैं	टाइगर श्रॉफ समेत सभी अभिनेता प्रभावहीन हैं
920	0	बिहारी लहजे में बोली गई हिंदी मजाक बनकर रह गई है	बिहारी लहजे में बोली गई हिंदी मजाक बनकर रह गई है	बिहारी लहजे में बोली गई हिंदी मजाक बनकर रह गई है
946	0	पर इमोशनल सीन में उनकी कमी साफ नजर आई	पर इमोशनल सीन में उनकी कमी साफ नजर आई	पर इमोशनल सीन में उनकी कमी साफ नजर आई
960	0	उनके लुक की निरंतरता पर भी ध्यान नहीं दिया गया है	उनके लुक की निरंतरता पर भी ध्यान नहीं दिया गया है	उनके लुक की निरंतरता पर भी ध्यान नहीं दिया गया है
989	0	सागर में एक लहर उठी आपके नाम की श्री श्री के शुभ जन्म दिन पर हार्दिक सुभकामनाए	सागर में एक लहर उठी आपके नाम की श्री श्री के शुभ जन्म दिन पर हार्दिक सुभकामनाए	सागर में एक लहर उठी आपके नाम की श्री श्री के शुभ जन्म दिन पर हार्दिक सुभकामनाए
