ID	NOUN	ADP	VERB	AUX	PRON	PROPN	PART	DET	ADJ	SCONJ	PUNCT	CCONJ	NUM	ADV	INTJ	X	words	label	sentence_org	sentence	sentence_wo_emo	pos
3631	4	3	1	1	1	1	0	1	1	0	0	0	0	0	0	0	13	0	शारदा घपले के बीच संबंध पर कुछ दिलचस्प सुराग उनके हाथ लगे हैं	शारदा घपले के बीच संबंध पर कुछ दिलचस्प सुराग उनके हाथ लगे हैं	शारदा घपले के बीच संबंध पर कुछ दिलचस्प सुराग उनके हाथ लगे हैं	PROPN, NOUN, ADP, ADP, NOUN, ADP, DET, ADJ, NOUN, PRON, NOUN, VERB, AUX
3635	6	4	1	0	0	0	0	2	1	0	0	0	0	0	0	0	14	0	ज्वैलरी वाले शो रूम में अन्य वर्षो की अपेक्षा इस बार भीड़ अधिक रही	ज्वैलरी वाले शो रूम में अन्य वर्षो की अपेक्षा इस बार भीड़ अधिक रही	ज्वैलरी वाले शो रूम में अन्य वर्षो की अपेक्षा इस बार भीड़ अधिक रही	NOUN, ADP, NOUN, NOUN, ADP, ADJ, NOUN, ADP, ADP, DET, NOUN, NOUN, DET, VERB
3650	4	4	3	1	0	0	0	0	3	0	0	0	0	0	0	0	15	0	बदलते मौसम में छोटे बच्चों को लेकर अभिभावकों को सचेत रहने की नितांत आवश्यकता है	बदलते मौसम में छोटे बच्चों को लेकर अभिभावकों को सचेत रहने की नितांत आवश्यकता है	बदलते मौसम में छोटे बच्चों को लेकर अभिभावकों को सचेत रहने की नितांत आवश्यकता है	VERB, NOUN, ADP, ADJ, NOUN, ADP, VERB, NOUN, ADP, ADJ, VERB, ADP, ADJ, NOUN, AUX
3661	3	4	1	2	0	2	0	2	1	0	0	0	0	1	0	0	16	0	हिंदू धर्म की मान्यताओं के मुताबिक हर दिन का कुछ समय अति शुभ माना गया है	हिंदू धर्म की मान्यताओं के मुताबिक हर दिन का कुछ समय अति शुभ माना गया है	हिंदू धर्म की मान्यताओं के मुताबिक हर दिन का कुछ समय अति शुभ माना गया है	PROPN, PROPN, ADP, NOUN, ADP, ADP, DET, NOUN, ADP, DET, NOUN, ADV, ADJ, VERB, AUX, AUX
3688	5	4	2	2	0	1	2	1	1	0	0	0	0	1	0	0	19	0	इस वजह से पाखंड को सही संदर्भ नहीं दे पाती फिर भी अखिलेश के साहस की तारीफ करनी होगी	इस वजह से पाखंड को सही संदर्भ नहीं दे पाती फिर भी अखिलेश के साहस की तारीफ करनी होगी	इस वजह से पाखंड को सही संदर्भ नहीं दे पाती फिर भी अखिलेश के साहस की तारीफ करनी होगी	DET, NOUN, ADP, NOUN, ADP, ADJ, NOUN, PART, VERB, AUX, ADV, PART, PROPN, ADP, NOUN, ADP, NOUN, VERB, AUX
3707	7	4	2	0	0	0	0	1	2	1	0	0	1	0	0	0	18	0	भीषण तपिश से लोगों ने राहत की सांस ली हलांकि यह मिजाज चार दिन की चांदनी साबित हुआ	भीषण तपिश से लोगों ने राहत की सांस ली हलांकि यह मिजाज चार दिन की चांदनी साबित हुआ	भीषण तपिश से लोगों ने राहत की सांस ली हलांकि यह मिजाज चार दिन की चांदनी साबित हुआ	ADJ, NOUN, ADP, NOUN, ADP, NOUN, ADP, NOUN, VERB, SCONJ, DET, NOUN, NUM, NOUN, ADP, NOUN, ADJ, VERB
3727	8	6	1	1	0	0	0	0	2	0	0	0	0	0	0	0	18	0	शुरूआत में सकारात्मक परिणामों के फलस्वरूप कंपनी ने खदान विकास से रिकॉर्ड उत्पादन में उपलब्धि हासिल की है	शुरूआत में सकारात्मक परिणामों के फलस्वरूप कंपनी ने खदान विकास से रिकॉर्ड उत्पादन में उपलब्धि हासिल की है	शुरूआत में सकारात्मक परिणामों के फलस्वरूप कंपनी ने खदान विकास से रिकॉर्ड उत्पादन में उपलब्धि हासिल की है	NOUN, ADP, ADJ, NOUN, ADP, ADP, NOUN, ADP, NOUN, NOUN, ADP, NOUN, NOUN, ADP, NOUN, ADJ, VERB, AUX
3810	1	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	7	0	मैं अपने काम से विरत हो गया	मैं अपने काम से विरत हो गया	मैं अपने काम से विरत हो गया	PRON, PRON, NOUN, ADP, ADJ, VERB, AUX
3815	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	7	0	माँ ने आज लटपटी सब्जी बनाई है	माँ ने आज लटपटी सब्जी बनाई है	माँ ने आज लटपटी सब्जी बनाई है	PROPN, ADP, NOUN, ADJ, NOUN, VERB, AUX
3828	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	संयमी का मन संयमित होता है	संयमी का मन संयमित होता है	संयमी का मन संयमित होता है	NOUN, ADP, NOUN, ADJ, VERB, AUX
3829	5	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	10	0	आज कल लोग तंग कपड़े पहनना ही पसंद करते हैं	आज कल लोग तंग कपड़े पहनना ही पसंद करते हैं	आज कल लोग तंग कपड़े पहनना ही पसंद करते हैं	NOUN, NOUN, NOUN, ADJ, NOUN, VERB, PART, NOUN, VERB, AUX
3830	4	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	11	0	सरकस में बौने का खेल देखकर बच्चे लोट पोट हो गये	सरकस में बौने का खेल देखकर बच्चे लोट पोट हो गये	सरकस में बौने का खेल देखकर बच्चे लोट पोट हो गये	NOUN, ADP, NOUN, ADP, NOUN, VERB, NOUN, VERB, ADJ, VERB, AUX
3833	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	6	0	यह काम विधिपूर्वक हो जाना चाहिए	यह काम विधिपूर्वक हो जाना चाहिए	यह काम विधिपूर्वक हो जाना चाहिए	DET, NOUN, ADJ, VERB, AUX, AUX
3850	4	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	9	0	यह संस्था निराश्रित लोगों को आश्रय प्रदान करती है	यह संस्था निराश्रित लोगों को आश्रय प्रदान करती है	यह संस्था निराश्रित लोगों को आश्रय प्रदान करती है	DET, NOUN, ADJ, NOUN, ADP, NOUN, NOUN, VERB, AUX
3855	3	2	1	1	2	0	0	0	1	0	0	0	0	0	0	0	10	0	हमें अपने पूर्वजों के उच्च आदर्शों का पालन करना चाहिए	हमें अपने पूर्वजों के उच्च आदर्शों का पालन करना चाहिए	हमें अपने पूर्वजों के उच्च आदर्शों का पालन करना चाहिए	PRON, PRON, NOUN, ADP, ADJ, NOUN, ADP, NOUN, VERB, AUX
3870	4	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	11	0	सेठजी का जन्म धन धान्य से परिपूर्ण घर में हुआ था	सेठजी का जन्म धन धान्य से परिपूर्ण घर में हुआ था	सेठजी का जन्म धन धान्य से परिपूर्ण घर में हुआ था	PROPN, ADP, NOUN, NOUN, NOUN, ADP, ADJ, NOUN, ADP, VERB, AUX
3887	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	7	0	नए उपग्रह का प्रक्षेपण निष्फल नहीं हुआ	नए उपग्रह का प्रक्षेपण निष्फल नहीं हुआ	नए उपग्रह का प्रक्षेपण निष्फल नहीं हुआ	ADJ, NOUN, ADP, NOUN, ADJ, PART, VERB
3910	2	3	1	1	1	3	1	1	0	0	0	0	0	0	0	0	13	0	काशी की जनता बहुत भाग्यशाली है जो एमपी के साथ पीएम भी चुनेगी	काशी की जनता बहुत भाग्यशाली है जो एमपी के साथ पीएम भी चुनेगी	काशी की जनता बहुत भाग्यशाली है जो एमपी के साथ पीएम भी चुनेगी	PROPN, ADP, NOUN, DET, NOUN, AUX, PRON, PROPN, ADP, ADP, PROPN, PART, VERB
3929	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	संत का ललाट तेजोमंडित है	संत का ललाट तेजोमंडित है	संत का ललाट तेजोमंडित है	NOUN, ADP, NOUN, ADJ, AUX
3940	1	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	7	0	कृष्ण की बाँसुरी सुनकर गोकुलवासी लुब्ध हुए	कृष्ण की बाँसुरी सुनकर गोकुलवासी लुब्ध हुए	कृष्ण की बाँसुरी सुनकर गोकुलवासी लुब्ध हुए	PROPN, ADP, NOUN, VERB, PROPN, ADJ, VERB
3944	3	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	9	0	पचित भोजन से शरीर को ऊर्जा प्राप्त होती है	पचित भोजन से शरीर को ऊर्जा प्राप्त होती है	पचित भोजन से शरीर को ऊर्जा प्राप्त होती है	ADJ, NOUN, ADP, NOUN, ADP, NOUN, ADJ, VERB, AUX
3969	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	6	0	यह बहुत ही रोमांचकारी उपन्यास है	यह बहुत ही रोमांचकारी उपन्यास है	यह बहुत ही रोमांचकारी उपन्यास है	PRON, ADV, PART, ADJ, NOUN, AUX
3976	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	6	0	मुझे चटपटा भोजन अच्छा लगता है	मुझे चटपटा भोजन अच्छा लगता है	मुझे चटपटा भोजन अच्छा लगता है	PRON, ADJ, NOUN, ADJ, VERB, AUX
4001	8	2	2	5	2	2	0	0	3	1	0	1	2	1	0	0	29	1	भारत एक विकासशील देश है और तुम्हारा पाकिस्तान एक विकसित देश है फर्क इतना है कि तुम लोग terrorist का उत्पादन खपत से ज्वादा करते हो फिर expoकरते हो	भारत एक विकासशील देश है और तुम्हारा पाकिस्तान एक विकसित देश है फर्क इतना है कि तुम लोग terrorist का उत्पादन खपत से ज्वादा करते हो फिर expoकरते हो	भारत एक विकासशील देश है और तुम्हारा पाकिस्तान एक विकसित देश है फर्क इतना है कि तुम लोग terrorist का उत्पादन खपत से ज्वादा करते हो फिर expoकरते हो	PROPN, NUM, ADJ, NOUN, AUX, CCONJ, PRON, PROPN, NUM, ADJ, NOUN, AUX, NOUN, ADJ, AUX, SCONJ, PRON, NOUN, NOUN, ADP, NOUN, NOUN, ADP, NOUN, VERB, AUX, ADV, VERB, AUX
4026	3	0	1	2	2	0	0	0	1	0	0	1	1	0	0	0	11	1	दया एक सात्विक भावना है पर भाई ये रहती कहां है	दया एक सात्विक भावना है पर भाई ये रहती कहां है	दया एक सात्विक भावना है पर भाई ये रहती कहां है	NOUN, NUM, ADJ, NOUN, AUX, CCONJ, NOUN, PRON, VERB, PRON, AUX
4082	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	6	1	भाजपा सिर्फ सत्ता की भूखी है	भाजपा सिर्फ सत्ता की भूखी है	भाजपा सिर्फ सत्ता की भूखी है	PROPN, PART, NOUN, ADP, ADJ, AUX
4129	2	1	1	3	0	0	1	1	2	0	0	1	0	0	0	0	12	0	अधिकांश हैंडपंप खराब दशा में हैं या तो दूषित जल देते हैं	अधिकांश हैंडपंप खराब दशा में हैं या तो दूषित जल देते हैं	अधिकांश हैंडपंप खराब दशा में हैं या तो दूषित जल देते हैं	DET, NOUN, ADJ, NOUN, ADP, AUX, CCONJ, PART, ADJ, VERB, AUX, AUX
4270	4	6	3	3	0	1	0	0	3	0	0	0	1	0	0	0	21	0	हिसार में पिछले 4 दिनों से चल रही बर्फीली हवाओं ने लोगों को घरों में दुबकने पर मजबूर कर दिया है	हिसार में पिछले 4 दिनों से चल रही बर्फीली हवाओं ने लोगों को घरों में दुबकने पर मजबूर कर दिया है	हिसार में पिछले 4 दिनों से चल रही बर्फीली हवाओं ने लोगों को घरों में दुबकने पर मजबूर कर दिया है	PROPN, ADP, ADJ, NUM, NOUN, ADP, VERB, AUX, ADJ, NOUN, ADP, NOUN, ADP, NOUN, ADP, VERB, ADP, ADJ, VERB, AUX, AUX
4317	2	2	1	1	0	3	1	0	2	0	0	1	0	0	0	0	13	0	हैंगसेंग शांघाई और ताईवान के बाजारों में भी भारी गिरावट दर्ज की गई	हैंगसेंग शांघाई और ताईवान के बाजारों में भी भारी गिरावट दर्ज की गई	हैंगसेंग शांघाई और ताईवान के बाजारों में भी भारी गिरावट दर्ज की गई	PROPN, PROPN, CCONJ, PROPN, ADP, NOUN, ADP, PART, ADJ, NOUN, ADJ, VERB, AUX
4335	5	4	0	2	2	0	1	1	1	1	0	0	0	0	0	0	17	0	हैरानी की बात ये है कि इस भीषण अग्निकांड में किसी के हताहत की खबर नहीं है	हैरानी की बात ये है कि इस भीषण अग्निकांड में किसी के हताहत की खबर नहीं है	हैरानी की बात ये है कि इस भीषण अग्निकांड में किसी के हताहत की खबर नहीं है	NOUN, ADP, NOUN, PRON, AUX, SCONJ, DET, ADJ, NOUN, ADP, PRON, ADP, NOUN, ADP, NOUN, PART, AUX
4762	3	1	2	4	2	0	1	0	2	1	0	0	0	0	0	0	16	1	हैरत की बात है कि विभागीय अधिकारी सब कुछ जानते हुए भी अनजान बने हुए हैं	हैरत की बात है कि विभागीय अधिकारी सब कुछ जानते हुए भी अनजान बने हुए हैं	हैरत की बात है कि विभागीय अधिकारी सब कुछ जानते हुए भी अनजान बने हुए हैं	NOUN, ADP, NOUN, AUX, SCONJ, ADJ, NOUN, PRON, PRON, VERB, AUX, PART, ADJ, VERB, AUX, AUX
4861	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	7	1	हम मोदी जैसा प्यार नहीं करते हैं	हम मोदी जैसा प्यार नहीं करते हैं	हम मोदी जैसा प्यार नहीं करते हैं	PRON, PROPN, ADP, NOUN, PART, VERB, AUX
5085	3	2	3	2	0	0	1	0	1	0	0	0	3	0	0	0	15	1	18 करोड़ खर्च कर लगभग 356 तालाब खुदवाने के बावजूद ज्यादातर तालाब सूख गए है	18 करोड़ खर्च कर लगभग 356 तालाब खुदवाने के बावजूद ज्यादातर तालाब सूख गए है	18 करोड़ खर्च कर लगभग 356 तालाब खुदवाने के बावजूद ज्यादातर तालाब सूख गए है	NUM, NUM, NOUN, VERB, PART, NUM, NOUN, VERB, ADP, ADP, ADJ, NOUN, VERB, AUX, AUX
5210	5	1	3	0	0	4	0	0	1	0	0	0	0	0	0	0	14	1	अभिनेत्री गौतमी तड़ीमल्ला से अलग हुए कमल हासन #indiahallabol #hallabol #kamal #separated #actress #gautamitdimala	अभिनेत्री गौतमी तड़ीमल्ला से अलग हुए कमल हासन indiahallabol hallabol kamal separated actress gautamitdimala	अभिनेत्री गौतमी तड़ीमल्ला से अलग हुए कमल हासन indiahallabol hallabol kamal separated actress gautamitdimala	NOUN, PROPN, PROPN, ADP, ADJ, VERB, PROPN, PROPN, VERB, NOUN, NOUN, NOUN, NOUN, VERB
5211	6	5	3	0	0	6	0	0	3	0	1	1	0	0	0	0	25	0	कमल हासन और गौतमी के बीच तलाक़ ड्रामा पूरा हुआ संगीता से पैदा हुई पुत्रि श्रुति हासन का कैरियर बना तलाक़ की मुख्य वजह !	कमल हासन और गौतमी के बीच तलाक़ ड्रामा पूरा हुआ संगीता से पैदा हुई पुत्रि श्रुति हासन का कैरियर बना तलाक़ की मुख्य वजह !	कमल हासन और गौतमी के बीच तलाक़ ड्रामा पूरा हुआ संगीता से पैदा हुई पुत्रि श्रुति हासन का कैरियर बना तलाक़ की मुख्य वजह !	PROPN, PROPN, CCONJ, PROPN, ADP, ADP, NOUN, NOUN, ADJ, VERB, PROPN, ADP, ADJ, VERB, NOUN, PROPN, PROPN, ADP, NOUN, VERB, NOUN, ADP, ADJ, NOUN, PUNCT
5212	2	1	3	6	0	3	2	0	0	0	1	2	0	2	0	0	22	1	देश भी बदल रहा है और दिल्ली भी ! पर देश पीछे जा रहा है और दिल्ली आगे बढ़ रहा है #मोदीफिरकीलेरहाहै	देश भी बदल रहा है और दिल्ली भी ! पर देश पीछे जा रहा है और दिल्ली आगे बढ़ रहा है मोदीफिरकीलेरहाहै	देश भी बदल रहा है और दिल्ली भी ! पर देश पीछे जा रहा है और दिल्ली आगे बढ़ रहा है मोदीफिरकीलेरहाहै	NOUN, PART, VERB, AUX, AUX, CCONJ, PROPN, PART, PUNCT, ADP, NOUN, ADV, VERB, AUX, AUX, CCONJ, PROPN, ADV, VERB, AUX, AUX, PROPN
5213	8	7	4	4	2	2	1	1	1	1	0	0	0	0	0	0	31	1	पागल नीम की लकड़ी को चंदन समझता हैं नादान है जो दिल्ली को लंदन समझता हैं अरे कोई इस चाय वाले को समझाए ग़रीबो की कमाई को भी कालाधन समझता है	पागल नीम की लकड़ी को चंदन समझता हैं नादान है जो दिल्ली को लंदन समझता हैं अरे कोई इस चाय वाले को समझाए ग़रीबो की कमाई को भी कालाधन समझता है	पागल नीम की लकड़ी को चंदन समझता हैं नादान है जो दिल्ली को लंदन समझता हैं अरे कोई इस चाय वाले को समझाए ग़रीबो की कमाई को भी कालाधन समझता है	ADJ, NOUN, ADP, NOUN, ADP, NOUN, VERB, AUX, NOUN, AUX, PRON, PROPN, ADP, PROPN, VERB, AUX, SCONJ, PRON, DET, NOUN, ADP, ADP, VERB, NOUN, ADP, NOUN, ADP, PART, NOUN, VERB, AUX
5214	4	4	2	3	0	4	0	2	1	0	0	0	2	0	0	0	22	1	जितने में मोदी फकीर के दो जोड़ी कपड़े बनते है उतने में दिल्ली में केजरीवाल सरकार एक मोहल्ला क्लीनिक बना देती है	जितने में मोदी फकीर के दो जोड़ी कपड़े बनते है उतने में दिल्ली में केजरीवाल सरकार एक मोहल्ला क्लीनिक बना देती है	जितने में मोदी फकीर के दो जोड़ी कपड़े बनते है उतने में दिल्ली में केजरीवाल सरकार एक मोहल्ला क्लीनिक बना देती है	DET, ADP, PROPN, PROPN, ADP, NUM, ADJ, NOUN, VERB, AUX, DET, ADP, PROPN, ADP, PROPN, NOUN, NUM, NOUN, NOUN, VERB, AUX, AUX
5216	5	5	5	3	3	2	0	1	0	0	0	0	0	0	0	0	24	1	अभी अभी ख़बर मिली है की ममता के दिल्ली दौरे के बाद उन्हें कई बार टॉलेट में जाके चरस पीते देखा गया है #mamataagainstnation	अभी अभी ख़बर मिली है की ममता के दिल्ली दौरे के बाद उन्हें कई बार टॉलेट में जाके चरस पीते देखा गया है mamataagainstnation	अभी अभी ख़बर मिली है की ममता के दिल्ली दौरे के बाद उन्हें कई बार टॉलेट में जाके चरस पीते देखा गया है mamataagainstnation	PRON, PRON, NOUN, VERB, AUX, ADP, PROPN, ADP, PROPN, NOUN, ADP, ADP, PRON, DET, NOUN, NOUN, ADP, VERB, NOUN, VERB, VERB, AUX, AUX, VERB
5217	6	6	3	2	0	2	1	0	2	0	2	0	2	0	0	0	26	1	काले धन पे पेनल्टी 200 % से घटा के 10 % कर दी ? काला धन वालों के सामने मोदी जी ने घुटने टेक दिए ?	काले धन पे पेनल्टी 200 % से घटा के 10 % कर दी ? काला धन वालों के सामने मोदी जी ने घुटने टेक दिए ?	काले धन पे पेनल्टी 200 % से घटा के 10 % कर दी ? काला धन वालों के सामने मोदी जी ने घुटने टेक दिए ?	ADJ, NOUN, PART, NOUN, NUM, NOUN, ADP, VERB, ADP, NUM, NOUN, VERB, AUX, PUNCT, ADJ, NOUN, ADP, ADP, ADP, PROPN, PROPN, ADP, NOUN, VERB, AUX, PUNCT
5218	8	5	3	3	2	1	0	0	0	2	0	1	2	0	0	0	27	1	यहाँ से पचास पचास कोस दूर तक जब और विपक्ष कालेधन का रोना रोते हैं तो जनता कहेती सो जा वरना मोदी कालेधन पर ss कर देगा	यहाँ से पचास पचास कोस दूर तक जब और विपक्ष कालेधन का रोना रोते हैं तो जनता कहेती सो जा वरना मोदी कालेधन पर ss कर देगा	यहाँ से पचास पचास कोस दूर तक जब और विपक्ष कालेधन का रोना रोते हैं तो जनता कहेती सो जा वरना मोदी कालेधन पर ss कर देगा	PRON, ADP, NUM, NUM, NOUN, ADP, ADP, PRON, CCONJ, NOUN, NOUN, ADP, NOUN, VERB, AUX, SCONJ, NOUN, NOUN, VERB, AUX, SCONJ, PROPN, NOUN, ADP, NOUN, VERB, AUX
5219	7	3	3	3	0	1	1	0	0	0	1	1	0	0	0	0	20	1	कालेधन पर मोदी की तैयारी का ही शोर है तकरार करें नेता विपक्ष और छुप कर बैठे चोर हैं #sosorry	कालेधन पर मोदी की तैयारी का ही शोर है तकरार करें नेता विपक्ष और छुप कर बैठे चोर हैं sosorry	कालेधन पर मोदी की तैयारी का ही शोर है तकरार करें नेता विपक्ष और छुप कर बैठे चोर हैं sosorry	NOUN, ADP, PROPN, ADP, NOUN, ADP, PART, NOUN, AUX, NOUN, VERB, NOUN, NOUN, CCONJ, VERB, AUX, VERB, NOUN, AUX, PUNCT
5220	8	7	4	0	1	2	1	0	1	0	0	1	2	0	0	0	27	0	सभी ने कालेधन के खिलाफ पीएम मोदी के निर्णायक फैसले का समर्थन किया और डिजिटल प्रणाली से भुगतान करने पर सहमति भी जताई i #digitalpayments 2 2	सभी ने कालेधन के खिलाफ पीएम मोदी के निर्णायक फैसले का समर्थन किया और डिजिटल प्रणाली से भुगतान करने पर सहमति भी जताई i digitalpayments 2 2	सभी ने कालेधन के खिलाफ पीएम मोदी के निर्णायक फैसले का समर्थन किया और डिजिटल प्रणाली से भुगतान करने पर सहमति भी जताई i digitalpayments 2 2	PRON, ADP, NOUN, ADP, ADP, PROPN, PROPN, ADP, ADJ, NOUN, ADP, NOUN, VERB, CCONJ, NOUN, NOUN, ADP, NOUN, VERB, ADP, NOUN, PART, VERB, NOUN, VERB, NUM, NUM
5221	6	6	3	2	1	2	0	0	1	0	0	1	0	0	0	0	22	0	पीएम मोदी हमारे देश के युवआों को देश को भ्रष्टाचार और कालेधन से मुक्त करने के अभियान में लगना है ji #youth4digitalpaisa	पीएम मोदी हमारे देश के युवआों को देश को भ्रष्टाचार और कालेधन से मुक्त करने के अभियान में लगना है ji youth4digitalpaisa	पीएम मोदी हमारे देश के युवआों को देश को भ्रष्टाचार और कालेधन से मुक्त करने के अभियान में लगना है ji youth4digitalpaisa	PROPN, PROPN, PRON, NOUN, ADP, NOUN, ADP, NOUN, ADP, NOUN, CCONJ, NOUN, ADP, ADJ, VERB, ADP, NOUN, ADP, VERB, AUX, AUX, VERB
5223	8	6	2	0	2	4	0	0	1	0	0	0	0	0	0	0	23	1	1971 की लड़ाई में हमारे सैनिकों की बहादुरी का इनाम इंदिरा गाँधी ने1973 में उनकी वन रैंक वन पेंशन को ख़त्म करके दिया	1971 की लड़ाई में हमारे सैनिकों की बहादुरी का इनाम इंदिरा गाँधी ने1973 में उनकी वन रैंक वन पेंशन को ख़त्म करके दिया	1971 की लड़ाई में हमारे सैनिकों की बहादुरी का इनाम इंदिरा गाँधी ने1973 में उनकी वन रैंक वन पेंशन को ख़त्म करके दिया	PROPN, ADP, NOUN, ADP, PRON, NOUN, ADP, NOUN, ADP, NOUN, PROPN, PROPN, PROPN, ADP, PRON, NOUN, NOUN, NOUN, NOUN, ADP, ADJ, VERB, VERB
5225	8	5	2	0	1	3	0	0	3	1	0	1	0	0	0	0	24	0	अब केंद्र सरकार को चाहिए की वन रैंक वन पेंशन और सेंट्रल पे कमीशन को भारतीय सेना मे पूरी तरह से लागू करे ताकि	अब केंद्र सरकार को चाहिए की वन रैंक वन पेंशन और सेंट्रल पे कमीशन को भारतीय सेना मे पूरी तरह से लागू करे ताकि	अब केंद्र सरकार को चाहिए की वन रैंक वन पेंशन और सेंट्रल पे कमीशन को भारतीय सेना मे पूरी तरह से लागू करे ताकि	PRON, PROPN, PROPN, ADP, VERB, ADP, NOUN, NOUN, NOUN, NOUN, CCONJ, PROPN, NOUN, NOUN, ADP, ADJ, NOUN, ADP, ADJ, NOUN, ADP, ADJ, VERB, SCONJ
5226	7	3	5	1	3	1	2	0	3	1	0	0	0	0	0	0	26	1	पाक से संघर्ष विराम की उम्मीद करना ही बेमानी है कभी भारतीय जवान भी संघर्ष विराम का उलंघन करें तब माना जाय कि कुछ नया हुआ	पाक से संघर्ष विराम की उम्मीद करना ही बेमानी है कभी भारतीय जवान भी संघर्ष विराम का उलंघन करें तब माना जाय कि कुछ नया हुआ	पाक से संघर्ष विराम की उम्मीद करना ही बेमानी है कभी भारतीय जवान भी संघर्ष विराम का उलंघन करें तब माना जाय कि कुछ नया हुआ	PROPN, ADP, NOUN, NOUN, ADP, NOUN, VERB, PART, ADJ, VERB, PRON, ADJ, NOUN, PART, NOUN, NOUN, ADP, NOUN, VERB, PRON, VERB, AUX, SCONJ, PRON, ADJ, VERB
5227	2	1	3	3	3	0	2	0	1	0	0	0	0	0	0	0	15	1	#happybirthdaysrk तब से काम कर रहे हैं जब उनकी हिरोइन पैदा भी नहीं हुई थीं	happybirthdaysrk तब से काम कर रहे हैं जब उनकी हिरोइन पैदा भी नहीं हुई थीं	happybirthdaysrk तब से काम कर रहे हैं जब उनकी हिरोइन पैदा भी नहीं हुई थीं	VERB, PRON, ADP, NOUN, VERB, AUX, AUX, PRON, PRON, NOUN, ADJ, PART, PART, VERB, AUX
5228	6	1	3	1	1	3	2	0	1	1	0	0	0	1	0	0	20	1	जन्मदिन के दिन अमेरिका मत जाना शाहरुख जी कहीं फिर से कपडे उतरे तो बेज्जती हो जायेगी जन्मदिन मुबारक #जन्मदिनमुबारकबादशाह	जन्मदिन के दिन अमेरिका मत जाना शाहरुख जी कहीं फिर से कपडे उतरे तो बेज्जती हो जायेगी जन्मदिन मुबारक जन्मदिनमुबारकबादशाह	जन्मदिन के दिन अमेरिका मत जाना शाहरुख जी कहीं फिर से कपडे उतरे तो बेज्जती हो जायेगी जन्मदिन मुबारक जन्मदिनमुबारकबादशाह	NOUN, ADP, NOUN, PROPN, NOUN, VERB, PROPN, PART, PRON, ADV, PART, NOUN, VERB, SCONJ, ADJ, VERB, AUX, NOUN, PROPN, NOUN
5229	3	2	2	1	0	3	1	0	0	0	2	0	0	0	0	0	14	1	#सुनाहै ! #iphone7 टिम कुक के टकले पे रख के चार्ज किया जायेगा !	सुनाहै ! iphone7 टिम कुक के टकले पे रख के चार्ज किया जायेगा !	सुनाहै ! iphone7 टिम कुक के टकले पे रख के चार्ज किया जायेगा !	PROPN, PUNCT, NOUN, PROPN, PROPN, ADP, NOUN, PART, VERB, ADP, NOUN, VERB, AUX, PUNCT
5232	2	3	4	1	2	5	4	3	1	0	0	0	0	0	0	0	25	1	लो इसकी तो कोई सुनता ही नही सरदार पटेल साब ने जितना सम्मान पटेल जाति को दिलाया उतना ही इस दूसरे पटेल ने गवां दिया	लो इसकी तो कोई सुनता ही नही सरदार पटेल साब ने जितना सम्मान पटेल जाति को दिलाया उतना ही इस दूसरे पटेल ने गवां दिया	लो इसकी तो कोई सुनता ही नही सरदार पटेल साब ने जितना सम्मान पटेल जाति को दिलाया उतना ही इस दूसरे पटेल ने गवां दिया	VERB, PRON, PART, PRON, VERB, PART, PART, PROPN, PROPN, PROPN, ADP, DET, NOUN, PROPN, NOUN, ADP, VERB, DET, PART, DET, ADJ, PROPN, ADP, VERB, AUX
5233	5	3	1	4	2	6	1	0	2	0	0	0	1	1	0	0	26	1	मोदी के हिसाबसे 70 सालसे देश कटार मे खडा था तो फिर वो सरदार पटेल बाजपेई शास्त्रीजी जैसे महान नेताओका भी अपमान कर रहे है #yomodisofakeer	मोदी के हिसाबसे 70 सालसे देश कटार मे खडा था तो फिर वो सरदार पटेल बाजपेई शास्त्रीजी जैसे महान नेताओका भी अपमान कर रहे है yomodisofakeer	मोदी के हिसाबसे 70 सालसे देश कटार मे खडा था तो फिर वो सरदार पटेल बाजपेई शास्त्रीजी जैसे महान नेताओका भी अपमान कर रहे है yomodisofakeer	PROPN, ADP, PROPN, NUM, NOUN, NOUN, NOUN, ADP, ADJ, AUX, PRON, ADV, PRON, PROPN, PROPN, PROPN, PROPN, ADP, ADJ, NOUN, PART, NOUN, VERB, AUX, AUX, AUX
